scaled_features,Exited
"[1.0732410343916199,-1.0189022035876123,2.1985563952982763,-0.5014309784145001,1.8992818774312432,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.0037891569765631885]",0
"[-1.0652794878379066,-1.0189022035876123,-0.07771720780357336,-0.5014309784145001,-0.3044601019608708,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.640550125818019]",0
"[-1.0652794878379066,-1.0189022035876123,2.1985563952982763,-0.8011410346533935,0.7974108877351862,0.9614480925812832,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.680874439272491]",0
"[1.0732410343916199,1.623344785208039,-2.1241747259768706,0.19789248614291768,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.334031806162761]",0
"[-1.0652794878379066,-1.0189022035876123,0.841547131910635,-1.200754442971918,0.7974108877351862,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.15050384815660484]",1
"[-1.0652794878379066,1.623344785208039,-1.150192270803483,-1.1008510908922868,1.1647012176338718,1.0312307309374815,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.34397556397093426]",0
"[-1.0652794878379066,0.3022212908102134,0.02077540002294898,-1.0009477388126558,0.7974108877351862,0.913419759809395,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.5090280678240013]",0
"[1.0732410343916199,-1.0189022035876123,1.8045859639921868,-1.0009477388126558,-0.3044601019608708,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.7189431236113143]",0
"[-1.0652794878379066,-1.0189022035876123,-1.2267976324463339,-0.2017209221756068,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.6431024798934148]",0
"[-1.0652794878379066,-1.0189022035876123,-1.0516996629769608,-0.40152762633486905,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.1547695065695853]",0
"[-1.0652794878379066,1.623344785208039,1.6513752407064854,-0.3016242742552379,1.5319915475325574,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.37745475300645337]",0
"[-1.0652794878379066,-1.0189022035876123,1.552882632879963,-0.7012376825737624,0.7974108877351862,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.06577989930221348]",0
"[1.0732410343916199,1.623344785208039,0.546069308431068,-1.200754442971918,1.5319915475325574,0.7434333739597957,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.112695558818216]",0
"[1.0732410343916199,-1.0189022035876123,1.1698558246657096,-1.3006577950515492,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.1064211994067445]",0
"[1.0732410343916199,1.623344785208039,-0.6358419854872,-1.4005611471311803,0.06283022793781484,0.42163655739463834,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,1.0736284200240929]",1
"[-1.0652794878379066,0.3022212908102134,2.1985563952982763,-1.900077907529336,0.7974108877351862,0.15694367327779668,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-1.559060114405203]",0
"[-1.0652794878379066,0.3022212908102134,1.2136303170330527,-0.7012376825737624,0.4301205578365005,0.641362030789674,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.713888690481755]",0
"[-1.0652794878379066,1.623344785208039,-0.8766016935075878,0.19789248614291768,1.1647012176338718,1.2967861585882827,1.0097682876139518,-1.2904782399831956,1.3051274493010556,1.3453761305129999]",0
"[1.0732410343916199,1.623344785208039,0.1302116309413071,-0.6013343304941313,0.06283022793781484,0.7571878162804053,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.7292915893824097]",0
"[1.0732410343916199,-1.0189022035876123,0.22870423876782944,-1.0009477388126558,-1.039040761758242,-0.3973011338082992,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.4095824597865114]",1
"[-1.0652794878379066,-1.0189022035876123,0.491351192971889,-0.3016242742552379,-1.4063310916569278,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,0.9758535056068142]",0
"[1.0732410343916199,-1.0189022035876123,0.8634343780943067,-1.3006577950515492,-0.3044601019608708,0.9824017440845992,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.1686775313330626]",0
"[1.0732410343916199,0.3022212908102134,1.257404809400396,-0.2017209221756068,1.5319915475325574,0.9188505593071067,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.8741826692534955]",1
"[-1.0652794878379066,-1.0189022035876123,-0.11054807707908079,-0.9010443867330247,1.5319915475325574,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.18726479400463603]",0
"[1.0732410343916199,-1.0189022035876123,0.37097133896169504,-1.1008510908922868,-1.039040761758242,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,-0.000597316017114835]",1
"[-1.0652794878379066,1.623344785208039,0.15209887712497874,-1.1008510908922868,-0.3044601019608708,-1.3342758555096281,2.751585756430477,0.7748578372390554,-0.7661605604670605,0.014548221151822555]",0
"[-1.0652794878379066,1.623344785208039,1.9359094410942166,-0.0019142180163445482,0.06283022793781484,1.0511791674310542,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.3929741874587758]",0
"[-1.0652794878379066,1.623344785208039,0.9400397397371574,-0.5014309784145001,0.06283022793781484,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.08005547169827255]",0
"[1.0732410343916199,-1.0189022035876123,0.3600277158698592,1.6964427673373845,-1.4063310916569278,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.729447710740223]",0
"[1.0732410343916199,-1.0189022035876123,0.15209887712497874,-0.2017209221756068,1.1647012176338718,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.011046007337406336]",0
"[1.0732410343916199,1.623344785208039,-0.9532070551504385,-1.200754442971918,1.5319915475325574,0.6251373849608387,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.6239549323108438]",0
"[-1.0652794878379066,-1.0189022035876123,0.5132384391555607,-1.4005611471311803,-0.3044601019608708,0.09304574469671636,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.6559075456233665]",0
"[-1.0652794878379066,1.623344785208039,2.1985563952982763,-0.3016242742552379,-1.039040761758242,0.20729334913683076,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.2375027475808311]",0
"[1.0732410343916199,-1.0189022035876123,0.7649417702677843,-1.900077907529336,0.7974108877351862,0.5291803940097325,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.3334240787381328]",0
"[1.0732410343916199,-1.0189022035876123,1.6951497330738285,2.995186344372589,1.1647012176338718,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,0.8223167291800483]",0
"[-1.0652794878379066,-1.0189022035876123,-0.4935748852933343,-0.10181757009597567,-1.4063310916569278,0.03893742463890632,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.1143713013032313]",0
"[1.0732410343916199,1.623344785208039,1.4543900250534407,-1.4005611471311803,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.7464002027191013]",0
"[-1.0652794878379066,0.3022212908102134,-1.5003882097422292,0.09798913406328658,1.5319915475325574,0.19595438701866724,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.484785808312638]",0
"[-1.0652794878379066,-1.0189022035876123,-0.8766016935075878,-0.5014309784145001,-1.4063310916569278,-0.24163889898055382,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.9397745530046798]",0
"[1.0732410343916199,0.3022212908102134,-0.570180246936185,-1.900077907529336,0.4301205578365005,0.3192899690258021,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.5197849649719029]",1
"[-1.0652794878379066,0.3022212908102134,1.137024955390202,-1.1008510908922868,-1.4063310916569278,0.47068964921404816,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.7386448290321963]",0
"[1.0732410343916199,-1.0189022035876123,-2.397765303272766,-0.8011410346533935,1.1647012176338718,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.5331093163076894]",0
"[-1.0652794878379066,-1.0189022035876123,1.1698558246657096,-1.3006577950515492,1.1647012176338718,1.596681600684847,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.18352600825111823]",0
"[-1.0652794878379066,-1.0189022035876123,-1.7083170484871097,-0.3016242742552379,-0.6717504318595564,0.8482519573736541,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.1897587880773577]",0
"[1.0732410343916199,0.3022212908102134,1.3996719095942616,-0.40152762633486905,1.8992818774312432,0.6450819126468558,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.46892135135098845]",0
"[1.0732410343916199,1.623344785208039,1.4215591557779332,-0.3016242742552379,0.7974108877351862,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.658543578614041]",0
"[1.0732410343916199,1.623344785208039,0.5789001777065755,-0.3016242742552379,-1.039040761758242,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.0630048359973805]",0
"[-1.0652794878379066,-1.0189022035876123,-1.0735869091606325,-0.6013343304941313,0.7974108877351862,0.7783906542653976,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.23551573563872596]",0
"[-1.0652794878379066,0.3022212908102134,1.0932504630228588,-1.900077907529336,-0.3044601019608708,0.20908684033697483,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.0098603208301367]",0
"[-1.0652794878379066,0.3022212908102134,1.0166451013800082,1.396732711098491,0.06283022793781484,1.1933573191274602,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.35821406123682836]",1
"[-1.0652794878379066,0.3022212908102134,1.1260813322983663,-1.200754442971918,-0.3044601019608708,0.7750956923629174,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.041564729904424946]",0
"[1.0732410343916199,0.3022212908102134,0.9947578551963365,1.5965394152577534,-0.6717504318595564,0.5124135639995243,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.6134667157196596]",1
"[-1.0652794878379066,-1.0189022035876123,-0.7999963318647371,-1.7002712033700735,-0.6717504318595564,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.381722724182221]",1
"[-1.0652794878379066,1.623344785208039,-0.13243532326275242,0.19789248614291768,-0.6717504318595564,1.4702321648586465,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.07343374950184448]",0
"[-1.0652794878379066,-1.0189022035876123,0.8196598857269635,-1.3006577950515492,0.06283022793781484,0.25550327859307803,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.06987410246136673]",0
"[-1.0652794878379066,-1.0189022035876123,0.39285858514536665,-2.0998846116885983,-0.3044601019608708,0.3712661974289553,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.071366922284205]",0
"[1.0732410343916199,-1.0189022035876123,-0.2637588003647822,-0.3016242742552379,0.7974108877351862,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.1135134639093787]",0
"[-1.0652794878379066,0.3022212908102134,-0.8547144473239162,-0.40152762633486905,1.5319915475325574,0.9392328734393631,2.751585756430477,0.7748578372390554,-0.7661605604670605,0.06273896043542238]",1
"[1.0732410343916199,1.623344785208039,-0.7124473471300506,-1.200754442971918,-0.3044601019608708,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.20208367013313616]",0
"[1.0732410343916199,-1.0189022035876123,-1.0845305322524683,-1.900077907529336,0.7974108877351862,0.9311525538868077,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.5086503865914797]",0
"[1.0732410343916199,1.623344785208039,0.14115525403314294,3.09508969645222,0.7974108877351862,0.9507759078853308,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,1.3639377771052694]",0
"[-1.0652794878379066,1.623344785208039,1.6842061099819927,0.19789248614291768,-0.6717504318595564,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.4934089550801413]",0
"[-1.0652794878379066,-1.0189022035876123,-0.37319503128314035,2.4956695839744336,0.7974108877351862,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.4495882302043984]",0
"[-1.0652794878379066,1.623344785208039,-1.8396405255891395,-0.2017209221756068,-1.4063310916569278,0.477343905476696,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.4065068437525178]",0
"[-1.0652794878379066,-1.0189022035876123,0.5679565546147397,-1.8001745554497048,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.066702212566018]",0
"[-1.0652794878379066,-1.0189022035876123,1.1151377092065304,-1.200754442971918,1.8992818774312432,1.071882329516842,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.09667335788113308]",0
"[-1.0652794878379066,-1.0189022035876123,0.2834223542270085,-0.6013343304941313,1.1647012176338718,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.7603580349367605]",0
"[-1.0652794878379066,0.3022212908102134,0.9181524935534857,-0.10181757009597567,0.06283022793781484,0.7133695949799773,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.8618792699834203]",0
"[-1.0652794878379066,-1.0189022035876123,1.8921349487268733,-0.3016242742552379,0.4301205578365005,0.755139763988196,2.751585756430477,0.7748578372390554,-0.7661605604670605,-1.5831662254398546]",1
"[1.0732410343916199,-1.0189022035876123,-0.986037924425946,0.49760254238181106,0.06283022793781484,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.377760648919197]",1
"[1.0732410343916199,0.3022212908102134,0.8962652473698142,0.7973125986207045,-0.3044601019608708,0.11240753432297033,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.1568117571975516]",1
"[1.0732410343916199,-1.0189022035876123,0.31625322350251595,-0.0019142180163445482,-1.4063310916569278,1.0019469219320079,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.6647593195743908]",1
"[1.0732410343916199,-1.0189022035876123,-0.04488633852806591,2.6954762881336958,1.5319915475325574,-1.3342758555096281,4.493403225247002,0.7748578372390554,1.3051274493010556,1.313612619113106]",1
"[-1.0652794878379066,-1.0189022035876123,0.5679565546147397,-1.200754442971918,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.3238294161976343]",0
"[-1.0652794878379066,1.623344785208039,-1.040756039885125,-1.5004644992108114,1.1647012176338718,1.0946320780920051,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.3415466507131553]",0
"[-1.0652794878379066,-1.0189022035876123,0.8087162626351276,-1.1008510908922868,-0.6717504318595564,0.6872216268360704,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.0683701617267227]",0
"[-1.0652794878379066,0.3022212908102134,1.2792920555840677,0.2977958382225488,-0.6717504318595564,0.5683801963161105,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.682447275131978]",0
"[1.0732410343916199,-1.0189022035876123,-0.570180246936185,-1.7002712033700735,-1.4063310916569278,0.346828495457652,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.6949204301955736]",0
"[-1.0652794878379066,-1.0189022035876123,-0.8218835780484087,-0.0019142180163445482,-1.4063310916569278,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.5194211436011251]",0
"[1.0732410343916199,0.3022212908102134,0.06454989239029224,-0.10181757009597567,-1.7736214215556134,0.0004939765945578625,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.7024609154901944]",1
"[1.0732410343916199,0.3022212908102134,1.432502778869769,-0.40152762633486905,1.8992818774312432,0.21615689600336105,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.4466179766325013]",1
"[-1.0652794878379066,1.623344785208039,0.2505914849515011,0.19789248614291768,0.06283022793781484,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.6239678132182103]",0
"[-1.0652794878379066,-1.0189022035876123,0.7430545240841128,-0.3016242742552379,0.7974108877351862,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.0056842592865185]",0
"[1.0732410343916199,-1.0189022035876123,-1.401895601915707,-0.9010443867330247,-1.039040761758242,0.8897543730643073,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.49933430727203393]",0
